column,dtype,n_total,n_missing,missing_pct,n_unique,min,max,mean,median,std,pct_zero,top_values,flags
age_years,float64,9957,0,0.0,3009,0.0,17.873,2.5152,0.706,3.6522,7.5,"{0.0: 745, 0.003: 265, 0.005: 189, 0.008: 122, 0.011: 97}",
age_months,float64,9957,0,0.0,1546,0.0,214.5,30.1823,8.5,43.8273,10.1,"{0.0: 1010, 0.1: 408, 0.2: 212, 0.3: 133, 1.1: 110}",
gender,object,9957,0,0.0,2,,,,,,,"{'M': 5698, 'F': 4259}",
los_hours,float64,9957,0,0.0,7225,6.06,10657.07,228.6305,70.01,422.1757,0.0,"{21.49: 11, 19.06: 10, 20.85: 10, 22.6: 10, 22.41: 10}",
expire_flag,int64,9957,0,0.0,2,0.0,1.0,0.0739,0.0,0.2617,92.6,"{0: 9221, 1: 736}",possible_label_leakage
hosp_expire,int64,9957,0,0.0,2,0.0,1.0,0.0732,0.0,0.2605,92.7,"{0: 9228, 1: 729}",possible_label_leakage
care_unit,object,9957,0,0.0,5,,,,,,,"{'NICU': 2447, 'General ICU': 2105, 'SICU': 1950, 'CICU': 1926, 'PICU': 1529}",
diagnosis,object,9957,53,0.53,917,,,,,,,"{'早产儿': 727, '肺炎': 580, '室间隔缺损': 530, '先天性心脏病': 432, '房间隔缺损': 319, '心脏病': 225, '特指肾盂积水': 220, '惊厥': 175, '新生儿窒息': 140, '颅内占位性病变': 136}",possible_free_text
icd10,object,9957,54,0.54,916,,,,,,,"{'P07.302': 727, 'J69.101': 580, 'Q21.000': 530, 'Q24.900': 432, 'Q21.100': 319, 'I51.904': 225, 'N13.300': 220, 'R56.803': 175, 'P21.901': 140, 'R90.000': 136}",possible_free_text
ethnicity,object,9957,0,0.0,7,,,,,,,"{'Han ethnic': 9839, 'Others': 44, 'Miao ethnic': 33, 'Buyei ethnic': 16, 'Tujia ethnic': 12, 'Yi ethnic': 9, 'Hui ethnic': 4}",
lactate_max,float64,9957,0,0.0,159,0.3,30.0,3.1234,2.3,3.167,0.0,"{2.3: 1189, 1.6: 366, 1.3: 342, 1.9: 325, 1.4: 316}",
lactate_min,float64,9957,0,0.0,141,0.0,29.0,1.539,1.1,1.6814,0.0,"{1.1: 1453, 0.8: 851, 0.7: 802, 0.9: 740, 1.0: 648}",
lactate_mean,float64,9957,0,0.0,1097,0.3,29.0,2.2488,1.6667,2.2301,0.0,"{1.6667: 973, 1.2: 228, 1.5: 206, 1.1: 205, 1.3: 200}",
lactate_first,float64,9957,0,0.0,161,0.0,30.0,2.4632,1.8,2.4747,0.0,"{1.8: 1244, 1.1: 433, 1.3: 432, 1.2: 431, 1.4: 411}",
lactate_count,int64,9957,0,0.0,18,0.0,21.0,3.0975,3.0,2.1579,9.3,"{2: 1944, 3: 1842, 1: 1513, 4: 1484, 0: 929}",
platelets_max,float64,9957,0,0.0,754,0.0,1332.0,289.5026,275.0,136.9707,0.0,"{275.0: 1123, 232.0: 42, 231.0: 42, 208.0: 41, 266.0: 39}",
platelets_min,float64,9957,0,0.0,697,0.0,1050.0,246.9463,240.0,129.2081,0.2,"{240.0: 1130, 225.0: 40, 249.0: 40, 211.0: 39, 282.0: 39}",
platelets_mean,float64,9957,0,0.0,1553,0.0,1114.0,268.3582,257.0,128.6625,0.0,"{257.0: 1117, 249.0: 34, 236.0: 31, 230.0: 30, 260.0: 28}",
platelets_first,float64,9957,0,0.0,738,0.0,1331.0,267.1907,257.0,136.908,0.1,"{257.0: 1132, 282.0: 40, 248.0: 39, 200.0: 38, 249.0: 38}",
platelets_count,int64,9957,0,0.0,7,0.0,6.0,1.5573,2.0,0.7715,11.0,"{2: 5639, 1: 2755, 0: 1097, 3: 408, 4: 46}",
inr_max,float64,9957,0,0.0,315,0.71,17.38,1.1977,1.1,0.4867,0.0,"{1.1: 3489, 1.02: 246, 1.03: 228, 0.98: 212, 0.97: 211}",
inr_max_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.6623,1.0,0.4729,33.8,"{1: 6595, 0: 3362}",
inr_min,float64,9957,0,0.0,241,0.71,7.37,1.1146,1.06,0.3002,0.0,"{1.06: 3530, 1.02: 294, 0.98: 275, 1.03: 275, 0.97: 263}",
inr_min_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.6623,1.0,0.4729,33.8,"{1: 6595, 0: 3362}",
inr_mean,float64,9957,0,0.0,533,0.71,9.645,1.1559,1.085,0.3576,0.0,"{1.085: 3398, 1.02: 223, 1.03: 206, 0.98: 195, 0.97: 188}",
inr_mean_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.6623,1.0,0.4729,33.8,"{1: 6595, 0: 3362}",
inr_first,float64,9957,0,0.0,290,0.71,17.38,1.1752,1.09,0.4517,0.0,"{1.09: 3487, 1.02: 255, 1.03: 239, 0.97: 238, 0.98: 237}",
inr_first_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.6623,1.0,0.4729,33.8,"{1: 6595, 0: 3362}",
inr_count,int64,9957,0,0.0,10,0.0,10.0,0.9989,1.0,0.8978,33.8,"{1: 3676, 0: 3362, 2: 2607, 3: 241, 4: 48}",
ddimer_max,float64,9957,0,0.0,794,0.02,36.0,1.7739,1.3,2.4234,0.0,"{1.3: 6052, 1.03: 27, 0.73: 26, 0.68: 25, 0.47: 25}",
ddimer_max_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.3939,0.0,0.4886,60.6,"{0: 6035, 1: 3922}",
ddimer_min,float64,9957,0,0.0,768,0.02,36.0,1.6469,1.21,2.2655,0.0,"{1.21: 6055, 0.47: 29, 0.37: 28, 0.73: 27, 1.03: 26}",
ddimer_min_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.3939,0.0,0.4886,60.6,"{0: 6035, 1: 3922}",
ddimer_mean,float64,9957,0,0.0,921,0.02,36.0,1.7135,1.26,2.3172,0.0,"{1.26: 6044, 1.03: 27, 0.68: 26, 0.73: 26, 0.47: 25}",
ddimer_mean_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.3939,0.0,0.4886,60.6,"{0: 6035, 1: 3922}",
ddimer_first,float64,9957,0,0.0,776,0.02,36.0,1.6876,1.23,2.3569,0.0,"{1.23: 6056, 0.47: 28, 0.68: 27, 0.37: 27, 0.33: 26}",
ddimer_first_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.3939,0.0,0.4886,60.6,"{0: 6035, 1: 3922}",
ddimer_count,int64,9957,0,0.0,4,0.0,3.0,0.4312,0.0,0.5676,60.6,"{0: 6035, 1: 3563, 2: 347, 3: 12}",
fibrinogen_max,float64,9957,0,0.0,439,0.18,7.25,2.2037,2.14,0.6407,0.0,"{2.14: 6021, 2.45: 47, 2.3: 36, 2.52: 35, 1.78: 35}",
fibrinogen_max_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.3981,0.0,0.4895,60.2,"{0: 5993, 1: 3964}",
fibrinogen_min,float64,9957,0,0.0,441,0.18,7.25,2.1464,2.085,0.6403,0.0,"{2.085: 5993, 2.45: 50, 1.78: 35, 2.52: 35, 2.3: 33}",
fibrinogen_min_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.3981,0.0,0.4895,60.2,"{0: 5993, 1: 3964}",
fibrinogen_mean,float64,9957,0,0.0,570,0.18,7.25,2.1735,2.11,0.6349,0.0,"{2.11: 6008, 2.45: 49, 2.52: 35, 1.99: 34, 1.78: 32}",
fibrinogen_mean_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.3981,0.0,0.4895,60.2,"{0: 5993, 1: 3964}",
fibrinogen_first,float64,9957,0,0.0,437,0.18,7.25,2.1536,2.09,0.6408,0.0,"{2.09: 6017, 2.45: 50, 2.52: 35, 1.78: 34, 2.3: 34}",
fibrinogen_first_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.3981,0.0,0.4895,60.2,"{0: 5993, 1: 3964}",
fibrinogen_count,int64,9957,0,0.0,4,0.0,3.0,0.4373,0.0,0.5726,60.2,"{0: 5993, 1: 3591, 2: 356, 3: 17}",
creatinine_max,float64,9957,0,0.0,688,0.0679,22.1267,0.6174,0.5091,0.7103,0.0,"{0.50905: 2642, 0.4411764705882353: 222, 0.4638009049773755: 221, 0.418552036199095: 219, 0.4751131221719457: 218}",
creatinine_max_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.7347,1.0,0.4415,26.5,"{1: 7315, 0: 2642}",
creatinine_min,float64,9957,0,0.0,645,0.0679,18.0464,0.5467,0.4525,0.5716,0.0,"{0.452489: 2642, 0.418552036199095: 220, 0.4072398190045249: 205, 0.3959276018099547: 204, 0.3733031674208144: 195}",
creatinine_min_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.7347,1.0,0.4415,26.5,"{1: 7315, 0: 2642}",
creatinine_mean,float64,9957,0,0.0,888,0.0679,18.7651,0.5806,0.4751,0.625,0.0,"{0.4751: 2778, 0.4186: 184, 0.4299: 176, 0.3959: 173, 0.4072: 170}",
creatinine_mean_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.7347,1.0,0.4415,26.5,"{1: 7315, 0: 2642}",
creatinine_first,float64,9957,0,0.0,656,0.0679,20.6561,0.5607,0.4638,0.6409,0.0,"{0.463801: 2642, 0.418552036199095: 205, 0.4072398190045249: 192, 0.3846153846153846: 187, 0.4411764705882353: 185}",
creatinine_first_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.7347,1.0,0.4415,26.5,"{1: 7315, 0: 2642}",
creatinine_count,int64,9957,0,0.0,7,0.0,6.0,1.0555,1.0,0.8127,26.5,"{1: 4436, 0: 2642, 2: 2616, 3: 223, 4: 30}",
bilirubin_max,float64,9957,0,0.0,1244,0.0,66.8187,2.3842,0.9181,3.6044,0.2,"{0.918129: 2596, 0.2923976608187134: 56, 0.3508771929824561: 54, 0.3625730994152046: 53, 0.5263157894736842: 51}",
bilirubin_max_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.7393,1.0,0.4391,26.1,"{1: 7361, 0: 2596}",
bilirubin_min,float64,9957,0,0.0,1073,0.0,56.0234,1.9937,0.8538,2.9738,0.8,"{0.853801: 2596, 0.0: 82, 0.2923976608187134: 63, 0.3508771929824561: 60, 0.5263157894736842: 56}",
bilirubin_min_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.7393,1.0,0.4391,26.1,"{1: 7361, 0: 2596}",
bilirubin_mean,float64,9957,0,0.0,2302,0.0,63.2203,2.1808,0.883,3.2501,0.2,"{0.883: 2610, 0.2924: 54, 0.3626: 51, 0.3509: 48, 0.5088: 48}",
bilirubin_mean_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.7393,1.0,0.4391,26.1,"{1: 7361, 0: 2596}",
bilirubin_first,float64,9957,0,0.0,945,0.0,56.0234,2.1327,0.8772,3.3257,0.7,"{0.877193: 2596, 0.0: 65, 0.3508771929824561: 64, 0.2923976608187134: 60, 0.5263157894736842: 58}",
bilirubin_first_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.7393,1.0,0.4391,26.1,"{1: 7361, 0: 2596}",
bilirubin_count,int64,9957,0,0.0,16,0.0,17.0,1.2395,1.0,1.2758,26.1,"{1: 4682, 0: 2596, 2: 1485, 3: 619, 4: 316}",
alt_max,float64,9957,0,0.0,458,0.0,9039.0,53.1163,21.0,262.4778,0.0,"{21.0: 2781, 11.0: 290, 12.0: 258, 14.0: 257, 9.0: 251}",
alt_max_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.7371,1.0,0.4402,26.3,"{1: 7339, 0: 2618}",
alt_min,float64,9957,0,0.0,428,0.0,7922.0,42.4101,16.0,195.2712,0.0,"{16.0: 2910, 11.0: 384, 12.0: 359, 10.0: 342, 9.0: 341}",
alt_min_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.7371,1.0,0.4402,26.3,"{1: 7339, 0: 2618}",
alt_mean,float64,9957,0,0.0,665,0.0,8707.2,47.6954,19.0,221.694,0.0,"{19.0: 2788, 11.0: 272, 12.0: 257, 10.0: 249, 9.0: 245}",
alt_mean_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.7371,1.0,0.4402,26.3,"{1: 7339, 0: 2618}",
alt_first,float64,9957,0,0.0,441,0.0,7922.0,48.2016,20.0,216.6055,0.0,"{20.0: 2791, 11.0: 315, 12.0: 273, 9.0: 273, 10.0: 262}",
alt_first_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.7371,1.0,0.4402,26.3,"{1: 7339, 0: 2618}",
alt_count,int64,9957,0,0.0,8,0.0,7.0,1.0613,1.0,0.8135,26.3,"{1: 4429, 2: 2645, 0: 2618, 3: 226, 4: 29}",
ast_max,float64,9957,0,0.0,582,9.0,21391.0,102.6047,49.0,467.9939,0.0,"{49.0: 3555, 25.0: 133, 35.0: 131, 29.0: 123, 23.0: 118}",
ast_max_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.6494,1.0,0.4772,35.1,"{1: 6466, 0: 3491}",
ast_min,float64,9957,0,0.0,576,9.0,15483.0,97.8314,48.0,406.5085,0.0,"{48.0: 3551, 25.0: 132, 29.0: 129, 35.0: 125, 23.0: 119}",
ast_min_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.6494,1.0,0.4772,35.1,"{1: 6466, 0: 3491}",
ast_mean,float64,9957,0,0.0,641,9.0,18437.0,100.3868,49.0,431.803,0.0,"{49.0: 3556, 25.0: 132, 35.0: 125, 29.0: 122, 23.0: 117}",
ast_mean_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.6494,1.0,0.4772,35.1,"{1: 6466, 0: 3491}",
ast_first,float64,9957,0,0.0,580,9.0,15483.0,99.8658,49.0,421.2239,0.0,"{49.0: 3554, 25.0: 133, 35.0: 129, 29.0: 126, 23.0: 121}",
ast_first_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.6494,1.0,0.4772,35.1,"{1: 6466, 0: 3491}",
ast_count,int64,9957,0,0.0,6,0.0,6.0,0.7186,1.0,0.6008,35.1,"{1: 5842, 0: 3491, 2: 592, 4: 30, 3: 1}",
glucose_max,float64,9957,0,0.0,289,12.6,1134.0,171.405,154.8,84.2834,0.0,"{154.8: 1042, 113.4: 143, 120.6: 141, 122.4: 140, 115.2: 139}",
glucose_min,float64,9957,0,0.0,338,9.0,504.0,105.8103,104.4,35.9372,0.0,"{104.4: 1302, 108.0: 249, 113.4: 245, 102.6: 244, 99.0: 240}",
glucose_mean,float64,9957,0,0.0,1748,12.6,670.2,135.5626,128.4,48.2257,0.0,"{128.4: 1059, 108.0: 97, 113.4: 85, 115.2: 84, 90.0: 84}",
glucose_first,float64,9957,0,0.0,268,10.8,1134.0,134.9705,118.8,65.5111,0.0,"{118.8: 1203, 115.2: 201, 113.4: 196, 109.8: 194, 99.0: 184}",
glucose_count,int64,9957,0,0.0,18,0.0,21.0,2.9489,3.0,2.1242,10.5,"{2: 2006, 3: 1841, 1: 1631, 4: 1418, 0: 1042}",
anc_max,float64,9957,0,0.0,2240,0.01,74.3,9.4155,8.5,5.6612,0.0,"{8.5: 1464, 6.56: 17, 7.87: 13, 5.47: 13, 6.68: 12}",
anc_min,float64,9957,0,0.0,1837,0.01,60.07,6.5709,5.59,4.5744,0.0,"{5.59: 1471, 6.91: 20, 4.38: 18, 3.68: 17, 2.68: 17}",
anc_mean,float64,9957,0,0.0,3351,0.01,60.07,8.0047,7.165,4.8648,0.0,"{7.165: 1460, 3.26: 13, 3.46: 12, 4.79: 12, 6.91: 12}",
anc_first,float64,9957,0,0.0,2045,0.01,60.07,7.356,6.15,5.2723,0.0,"{6.15: 1466, 4.38: 18, 2.68: 16, 3.49: 16, 5.09: 15}",
anc_count,int64,9957,0,0.0,7,0.0,6.0,1.4839,2.0,0.8083,14.6,"{2: 5385, 1: 2700, 0: 1457, 3: 368, 4: 38}",
alc_max,float64,9957,0,0.0,953,0.0,49.86,2.9629,2.54,2.0656,0.0,"{2.54: 1491, 1.59: 37, 1.74: 35, 2.48: 35, 2.1: 34}",
alc_min,float64,9957,0,0.0,804,0.0,41.66,2.192,1.82,1.7475,0.0,"{1.82: 1484, 1.47: 48, 1.08: 47, 1.33: 46, 1.17: 45}",
alc_mean,float64,9957,0,0.0,1605,0.0,45.76,2.5796,2.22,1.8223,0.0,"{2.22: 1472, 1.43: 29, 1.61: 27, 2.13: 26, 1.52: 26}",
alc_first,float64,9957,0,0.0,909,0.0,49.86,2.658,2.28,1.9835,0.0,"{2.28: 1484, 1.59: 39, 2.05: 38, 1.47: 37, 1.81: 37}",
alc_count,int64,9957,0,0.0,7,0.0,6.0,1.4852,2.0,0.8083,14.6,"{2: 5392, 1: 2695, 0: 1454, 3: 368, 4: 39}",
wbc_max,float64,9957,0,0.0,2678,0.0,274.18,13.9246,12.42,9.9031,0.0,"{12.42: 1107, 10.78: 16, 9.45: 15, 11.5: 14, 14.0: 13}",
wbc_min,float64,9957,0,0.0,2308,0.0,262.27,10.4532,9.06,8.5358,0.1,"{9.06: 1112, 7.5: 17, 6.39: 16, 6.98: 15, 5.86: 15}",
wbc_mean,float64,9957,0,0.0,3913,0.0,262.99,12.1908,10.815,8.9462,0.0,"{10.815: 1107, 8.82: 14, 10.03: 12, 8.18: 12, 8.56: 11}",
wbc_first,float64,9957,0,0.0,2518,0.0,274.18,11.4637,9.74,9.5131,0.1,"{9.74: 1106, 6.81: 15, 7.5: 15, 7.97: 15, 9.41: 14}",
wbc_count,int64,9957,0,0.0,7,0.0,6.0,1.5551,2.0,0.7722,11.1,"{2: 5630, 1: 2760, 0: 1104, 3: 405, 4: 46}",
ph_max,float64,9957,0,0.0,492,6.668,7.819,7.4295,7.43,0.068,0.0,"{7.43: 981, 7.438: 78, 7.419: 77, 7.434: 76, 7.441: 76}",
ph_min,float64,9957,0,0.0,688,6.504,7.699,7.3295,7.342,0.1039,0.0,"{7.342: 977, 7.335: 63, 7.322: 62, 7.355: 60, 7.358: 60}",
ph_mean,float64,9957,0,0.0,2141,6.6057,7.75,7.3819,7.3866,0.0714,0.0,"{7.3866: 929, 7.438: 37, 7.375: 37, 7.383: 33, 7.39: 33}",
ph_first,float64,9957,0,0.0,637,6.581,7.701,7.364,7.372,0.0972,0.0,"{7.372: 925, 7.383999999999999: 58, 7.369: 56, 7.402: 56, 7.353: 55}",
ph_count,int64,9957,0,0.0,23,0.0,28.0,3.6136,3.0,2.6805,9.3,"{2: 1908, 4: 1702, 3: 1468, 1: 1057, 0: 925}",
pco2_max,float64,9957,0,0.0,729,13.7,192.0,43.5224,41.3,13.0518,0.0,"{41.3: 958, 38.8: 66, 36.7: 59, 40.2: 56, 40.7: 55}",
pco2_min,float64,9957,0,0.0,524,5.7,83.6,33.1343,32.5,7.4652,0.0,"{32.5: 987, 32.0: 81, 32.6: 78, 32.8: 73, 31.1: 72}",
pco2_mean,float64,9957,0,0.0,2865,12.15,131.975,37.9644,36.9,8.2196,0.0,"{36.9: 952, 37.9: 37, 38.3: 31, 34.3: 30, 35.2: 29}",
pco2_first,float64,9957,0,0.0,677,5.9,192.0,38.9835,37.7,10.884,0.0,"{37.7: 967, 35.0: 52, 34.5: 51, 34.7: 51, 32.5: 51}",
pco2_count,int64,9957,0,0.0,23,0.0,28.0,3.613,3.0,2.6798,9.3,"{2: 1908, 4: 1700, 3: 1466, 1: 1061, 0: 924}",
pao2_max,float64,9957,0,0.0,944,16.1,516.0,166.4391,170.0,64.1829,0.0,"{170.0: 984, 186.0: 99, 192.0: 98, 194.0: 89, 198.0: 87}",
pao2_min,float64,9957,0,0.0,972,9.1,457.0,91.6429,84.3,45.4884,0.0,"{84.3: 931, 122.0: 63, 119.0: 59, 101.0: 58, 108.0: 57}",
pao2_mean,float64,9957,0,0.0,4724,16.1,457.0,129.3668,129.825,45.5003,0.0,"{129.825: 925, 137.0: 30, 157.0: 29, 123.0: 25, 149.0: 25}",
pao2_first,float64,9957,0,0.0,1007,9.1,471.0,125.9293,126.5,58.1082,0.0,"{126.5: 925, 186.0: 77, 173.0: 70, 182.0: 70, 185.0: 69}",
pao2_count,int64,9957,0,0.0,23,0.0,28.0,3.613,3.0,2.6813,9.3,"{2: 1909, 4: 1703, 3: 1467, 1: 1059, 0: 925}",
base_excess_max,float64,9957,0,0.0,327,-27.0,48.6,-0.5096,-0.7,3.5922,1.1,"{-0.7: 1047, -1.2: 153, -0.8: 152, -0.5: 150, -1.0: 147}",
base_excess_min,float64,9957,0,0.0,400,-43.5,17.5,-4.8283,-4.5,4.6343,0.4,"{-4.5: 1036, -4.1: 133, -4.3: 131, -3.5: 121, -4.4: 120}",
base_excess_mean,float64,9957,0,0.0,2713,-28.4,23.2714,-2.5632,-2.6,3.5462,0.2,"{-2.6: 960, -2.8: 42, -3.3: 41, -3.25: 40, -3.6: 37}",
base_excess_first,float64,9957,0,0.0,378,-29.5,23.4,-3.1958,-2.9,4.3857,0.8,"{-2.9: 1029, -4.0: 129, -1.6: 123, -2.7: 119, -2.8: 118}",
base_excess_count,int64,9957,0,0.0,31,0.0,40.0,6.2383,6.0,4.3822,9.3,"{4: 1922, 6: 1815, 2: 1499, 8: 1453, 10: 927}",
bicarbonate_max,float64,9957,0,0.0,301,4.9,58.2,24.291,24.0,3.3023,0.0,"{24.0: 1074, 24.1: 190, 23.7: 179, 23.5: 176, 23.6: 169}",
bicarbonate_min,float64,9957,0,0.0,327,1.1,41.7,19.6291,19.8,3.8086,0.0,"{19.8: 1054, 19.7: 145, 20.4: 138, 19.1: 135, 18.8: 133}",
bicarbonate_mean,float64,9957,0,0.0,2549,4.05,46.3929,22.063,21.925,3.0835,0.0,"{21.925: 936, 21.0: 43, 22.15: 43, 23.05: 42, 22.05: 41}",
bicarbonate_first,float64,9957,0,0.0,338,1.1,50.5,21.4995,21.5,3.8809,0.0,"{21.5: 1049, 21.2: 147, 22.0: 132, 21.6: 129, 22.5: 123}",
bicarbonate_count,int64,9957,0,0.0,31,0.0,42.0,6.2379,6.0,4.3791,9.3,"{4: 1925, 6: 1816, 2: 1503, 8: 1444, 10: 928}",
anion_gap_max,float64,9957,0,0.0,421,-5.0,58.5,9.8863,9.35,6.1729,0.1,"{9.35: 1027, 6.8: 81, 9.2: 79, 6.5: 78, 6.1: 76}",
anion_gap_min,float64,9957,0,0.0,304,-5.0,39.4,4.7839,4.1,5.0707,0.5,"{4.1: 1079, 3.6: 98, 1.5: 88, 4.2: 85, 3.2: 84}",
anion_gap_mean,float64,9957,0,0.0,2295,-5.0,45.35,7.2796,6.6775,5.1119,0.1,"{6.6775: 1027, 5.0: 40, 4.5: 39, 5.3: 38, 6.8: 38}",
anion_gap_first,float64,9957,0,0.0,366,-5.0,49.3,7.8647,7.3,5.7111,0.3,"{7.3: 1093, 5.3: 81, 6.5: 78, 6.3: 77, 6.7: 73}",
anion_gap_count,int64,9957,0,0.0,18,0.0,20.0,3.0117,3.0,2.1643,10.3,"{2: 1957, 3: 1793, 1: 1598, 4: 1436, 0: 1027}",
spo2_lab_max,float64,9957,0,0.0,322,50.0,100.5,98.3668,99.6,4.8362,0.0,"{100.0: 2470, 99.6: 1453, 99.8: 565, 99.9: 546, 99.7: 541}",
spo2_lab_min,float64,9957,0,0.0,501,50.0,100.3,91.7057,97.4,11.5933,0.0,"{97.4: 1033, 99.0: 275, 99.1: 272, 98.8: 251, 99.2: 250}",
spo2_lab_mean,float64,9957,0,0.0,1899,50.0,100.3,95.9677,98.4,6.2341,0.0,"{98.4: 1036, 100.0: 236, 99.5: 154, 99.4: 137, 99.6: 134}",
spo2_lab_first,float64,9957,0,0.0,475,50.0,100.3,95.2017,98.9,9.0302,0.0,"{98.9: 1180, 100.0: 1052, 99.5: 380, 99.3: 359, 99.6: 355}",
spo2_lab_count,int64,9957,0,0.0,18,0.0,21.0,3.0729,3.0,2.167,9.6,"{2: 1966, 3: 1837, 1: 1542, 4: 1430, 0: 953}",
hemoglobin_max,float64,9957,0,0.0,269,0.58,25.0,12.5524,12.1,3.1629,0.0,"{12.1: 1016, 11.7: 188, 11.9: 162, 10.7: 161, 11.5: 157}",
hemoglobin_min,float64,9957,0,0.0,368,0.0,22.3,8.512,9.3,4.3253,0.1,"{9.3: 993, 9.4: 164, 9.0: 140, 10.0: 138, 9.9: 136}",
hemoglobin_mean,float64,9957,0,0.0,3528,0.58,23.6,10.2354,10.4571,3.5376,0.0,"{10.4571: 864, 10.7: 39, 11.2: 38, 9.5: 37, 10.0: 36}",
hemoglobin_first,float64,9957,0,0.0,388,0.0,24.5,9.6959,10.6,4.6145,0.0,"{10.6: 1001, 11.2: 137, 10.3: 133, 11.7: 128, 10.1: 126}",
hemoglobin_count,int64,9957,0,0.0,21,0.0,24.0,4.6667,5.0,2.6866,8.6,"{5: 1596, 4: 1457, 6: 1305, 3: 1282, 2: 1039}",
hematocrit_max,float64,9957,0,0.0,532,8.7,74.8,38.8281,37.4,8.4814,0.0,"{37.4: 907, 35.7: 69, 35.3: 69, 36.7: 64, 38.4: 63}",
hematocrit_min,float64,9957,0,0.0,553,0.0,74.7,31.3599,30.5,8.265,0.2,"{30.5: 932, 28.9: 69, 31.5: 67, 28.7: 67, 27.7: 66}",
hematocrit_mean,float64,9957,0,0.0,4040,8.0667,74.7,35.0414,33.92,7.7531,0.0,"{33.92: 864, 34.5: 23, 34.6: 21, 35.6: 20, 31.8: 20}",
hematocrit_first,float64,9957,0,0.0,558,0.0,74.7,35.2148,34.5,8.4376,0.0,"{34.5: 920, 32.8: 63, 33.3: 62, 33.0: 62, 34.7: 61}",
hematocrit_count,int64,9957,0,0.0,20,0.0,24.0,4.6783,5.0,2.6896,8.6,"{5: 1599, 4: 1442, 6: 1317, 3: 1283, 2: 1029}",
pt_max,float64,9957,0,0.0,357,8.6,132.8,14.3477,13.2,5.5077,0.0,"{13.2: 3475, 11.9: 179, 11.8: 162, 12.3: 160, 12.1: 160}",
pt_max_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.6623,1.0,0.4729,33.8,"{1: 6595, 0: 3362}",
pt_min,float64,9957,0,0.0,276,8.6,86.7,13.3664,12.7,3.5968,0.0,"{12.7: 3518, 11.9: 218, 11.8: 215, 12.3: 191, 12.4: 190}",
pt_min_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.6623,1.0,0.4729,33.8,"{1: 6595, 0: 3362}",
pt_mean,float64,9957,0,0.0,586,8.6,86.7,13.8502,13.0,4.1625,0.0,"{13.0: 3471, 11.9: 164, 12.3: 149, 12.4: 144, 11.8: 143}",
pt_mean_was_measured,int64,9957,0,0.0,2,0.0,1.0,0.6623,1.0,0.4729,33.8,"{1: 6595, 0: 3362}",
pt_first,float64,9957,0,0.0,337,8.6,132.8,14.0859,13.1,5.0596,0.0,"{13.1: 3474, 11.9: 194, 11.8: 177, 12.4: 168, 12.3: 164}",
