column,dtype,n_total,n_missing,missing_pct,n_unique,min,max,mean,median,std,pct_zero,top_values,flags
symptom_phlegm_sound,int64,2530,0,0.0,2,0.0,1.0,0.0032,0.0,0.0562,99.7,"{0: 2522, 1: 8}",
symptom_three_depressions_sign,int64,2530,0,0.0,2,0.0,1.0,0.0115,0.0,0.1065,98.9,"{0: 2501, 1: 29}",
symptom_abdominal_distension,int64,2530,0,0.0,2,0.0,1.0,0.0087,0.0,0.0929,99.1,"{0: 2508, 1: 22}",
symptom_erythra,int64,2530,0,0.0,2,0.0,1.0,0.0067,0.0,0.0817,99.3,"{0: 2513, 1: 17}",
symptom_anhelation_and_cyanosis,int64,2530,0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,{0: 2530},constant_column|zero_variance
symptom_moist_rale,int64,2530,0,0.0,2,0.0,1.0,0.0043,0.0,0.0658,99.6,"{0: 2519, 1: 11}",
symptom_dry_and_moist_rales,int64,2530,0,0.0,2,0.0,1.0,0.0004,0.0,0.0199,100.0,"{0: 2529, 1: 1}",
symptom_infection,int64,2530,0,0.0,2,0.0,1.0,0.0079,0.0,0.0886,99.2,"{0: 2510, 1: 20}",
symptom_pharyngeal_red,int64,2530,0,0.0,2,0.0,1.0,0.0024,0.0,0.0487,99.8,"{0: 2524, 1: 6}",
symptom_headache,int64,2530,0,0.0,2,0.0,1.0,0.0032,0.0,0.0562,99.7,"{0: 2522, 1: 8}",
symptom_chest_tightness,int64,2530,0,0.0,2,0.0,1.0,0.002,0.0,0.0444,99.8,"{0: 2525, 1: 5}",
symptom_rebound_tenderness,int64,2530,0,0.0,2,0.0,1.0,0.0012,0.0,0.0344,99.9,"{0: 2527, 1: 3}",
symptom_abdominal_tenderness,int64,2530,0,0.0,2,0.0,1.0,0.0008,0.0,0.0281,99.9,"{0: 2528, 1: 2}",
had_surgery_flag,int64,2530,0,0.0,2,0.0,1.0,0.4059,0.0,0.4912,59.4,"{0: 1503, 1: 1027}",
had_cardiac_surgery_flag,int64,2530,0,0.0,2,0.0,1.0,0.0047,0.0,0.0687,99.5,"{0: 2518, 1: 12}",
phoenix_core_score,int64,2530,0,0.0,8,0.0,7.0,1.0783,1.0,1.3161,42.6,"{0: 1079, 1: 760, 2: 386, 3: 144, 4: 73}",possible_label_leakage
phoenix_8_score,int64,2530,0,0.0,12,0.0,11.0,2.3992,2.0,1.9032,11.4,"{2: 649, 1: 638, 3: 428, 0: 288, 4: 203}",possible_label_leakage
sepsis_label,int64,2530,0,0.0,2,0.0,1.0,0.2731,0.0,0.4457,72.7,"{0: 1839, 1: 691}",possible_label_leakage
